technique_id,x_mitre_is_subtechnique,technique,tactic,platform,data_source,data_component
T1090.002,True,External Proxy,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1090.001,True,Internal Proxy,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1090.001,True,Internal Proxy,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation
T1090.001,True,Internal Proxy,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1102.003,True,One-Way Communication,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1102.003,True,One-Way Communication,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1102.003,True,One-Way Communication,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation
T1102.002,True,Bidirectional Communication,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1102.002,True,Bidirectional Communication,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1102.002,True,Bidirectional Communication,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation
T1102.001,True,Dead Drop Resolver,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1102.001,True,Dead Drop Resolver,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1571,False,Non-Standard Port,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1571,False,Non-Standard Port,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation
T1571,False,Non-Standard Port,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1074.002,True,Remote Data Staging,['collection'],"['Windows', 'IaaS', 'Linux', 'macOS']",file,file access
T1074.002,True,Remote Data Staging,['collection'],"['Windows', 'IaaS', 'Linux', 'macOS']",file,file creation
T1074.002,True,Remote Data Staging,['collection'],"['Windows', 'IaaS', 'Linux', 'macOS']",command,command execution
T1074.001,True,Local Data Staging,['collection'],"['Linux', 'macOS', 'Windows']",file,file access
T1074.001,True,Local Data Staging,['collection'],"['Linux', 'macOS', 'Windows']",file,file creation
T1074.001,True,Local Data Staging,['collection'],"['Linux', 'macOS', 'Windows']",command,command execution
T1078.004,True,Cloud Accounts,"['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access']","['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace']",user account,user account authentication
T1078.004,True,Cloud Accounts,"['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access']","['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace']",logon session,logon session creation
T1564.004,True,NTFS File Attributes,['defense-evasion'],['Windows'],process,os api execution
T1564.004,True,NTFS File Attributes,['defense-evasion'],['Windows'],file,file metadata
T1564.004,True,NTFS File Attributes,['defense-evasion'],['Windows'],file,file modification
T1564.004,True,NTFS File Attributes,['defense-evasion'],['Windows'],command,command execution
T1564.003,True,Hidden Window,['defense-evasion'],"['macOS', 'Windows']",process,process creation
T1564.003,True,Hidden Window,['defense-evasion'],"['macOS', 'Windows']",command,command execution
T1564.003,True,Hidden Window,['defense-evasion'],"['macOS', 'Windows']",script,script execution
T1564.003,True,Hidden Window,['defense-evasion'],"['macOS', 'Windows']",file,file modification
T1078.003,True,Local Accounts,"['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access']","['Linux', 'macOS', 'Windows', 'Containers']",user account,user account authentication
T1078.003,True,Local Accounts,"['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access']","['Linux', 'macOS', 'Windows', 'Containers']",logon session,logon session creation
T1078.002,True,Domain Accounts,"['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access']","['Linux', 'macOS', 'Windows']",user account,user account authentication
T1078.002,True,Domain Accounts,"['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access']","['Linux', 'macOS', 'Windows']",logon session,logon session creation
T1078.001,True,Default Accounts,"['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access']","['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",user account,user account authentication
T1078.001,True,Default Accounts,"['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access']","['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",logon session,logon session creation
T1564.002,True,Hidden Users,['defense-evasion'],['macOS'],user account,user account creation
T1564.002,True,Hidden Users,['defense-evasion'],['macOS'],user account,user account metadata
T1564.002,True,Hidden Users,['defense-evasion'],['macOS'],file,file modification
T1574.006,True,Dynamic Linker Hijacking,"['persistence', 'privilege-escalation', 'defense-evasion']","['Linux', 'macOS']",file,file creation
T1574.006,True,Dynamic Linker Hijacking,"['persistence', 'privilege-escalation', 'defense-evasion']","['Linux', 'macOS']",file,file modification
T1574.006,True,Dynamic Linker Hijacking,"['persistence', 'privilege-escalation', 'defense-evasion']","['Linux', 'macOS']",module,module load
T1574.006,True,Dynamic Linker Hijacking,"['persistence', 'privilege-escalation', 'defense-evasion']","['Linux', 'macOS']",process,process creation
T1574.006,True,Dynamic Linker Hijacking,"['persistence', 'privilege-escalation', 'defense-evasion']","['Linux', 'macOS']",command,command execution
T1574.002,True,DLL Side-Loading,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],file,file creation
T1574.002,True,DLL Side-Loading,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],file,file modification
T1574.002,True,DLL Side-Loading,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],module,module load
T1574.002,True,DLL Side-Loading,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],process,process creation
T1574.001,True,DLL Search Order Hijacking,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],file,file creation
T1574.001,True,DLL Search Order Hijacking,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],file,file modification
T1574.001,True,DLL Search Order Hijacking,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],module,module load
T1574.008,True,Path Interception by Search Order Hijacking,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],file,file creation
T1574.008,True,Path Interception by Search Order Hijacking,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],file,file modification
T1574.008,True,Path Interception by Search Order Hijacking,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],process,process creation
T1574.007,True,Path Interception by PATH Environment Variable,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],file,file creation
T1574.007,True,Path Interception by PATH Environment Variable,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],file,file modification
T1574.007,True,Path Interception by PATH Environment Variable,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],process,process creation
T1574.009,True,Path Interception by Unquoted Path,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],file,file creation
T1574.009,True,Path Interception by Unquoted Path,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],file,file modification
T1574.009,True,Path Interception by Unquoted Path,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],process,process creation
T1574.011,True,Services Registry Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],windows registry,windows registry key modification
T1574.011,True,Services Registry Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],process,process creation
T1574.011,True,Services Registry Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],service,service metadata
T1574.011,True,Services Registry Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],command,command execution
T1574.005,True,Executable Installer File Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],file,file creation
T1574.005,True,Executable Installer File Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],file,file modification
T1574.005,True,Executable Installer File Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],module,module load
T1574.005,True,Executable Installer File Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],process,process creation
T1574.005,True,Executable Installer File Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],service,service metadata
T1574.010,True,Services File Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],file,file creation
T1574.010,True,Services File Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],file,file modification
T1574.010,True,Services File Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],process,process creation
T1574.010,True,Services File Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],service,service metadata
T1574,False,Hijack Execution Flow,"['persistence', 'privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",windows registry,windows registry key modification
T1574,False,Hijack Execution Flow,"['persistence', 'privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",process,process creation
T1574,False,Hijack Execution Flow,"['persistence', 'privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",module,module load
T1574,False,Hijack Execution Flow,"['persistence', 'privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",command,command execution
T1574,False,Hijack Execution Flow,"['persistence', 'privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",service,service metadata
T1574,False,Hijack Execution Flow,"['persistence', 'privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",file,file creation
T1574,False,Hijack Execution Flow,"['persistence', 'privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",file,file modification
T1069.001,True,Local Groups,['discovery'],"['Linux', 'macOS', 'Windows']",process,process creation
T1069.001,True,Local Groups,['discovery'],"['Linux', 'macOS', 'Windows']",command,command execution
T1570,False,Lateral Tool Transfer,['lateral-movement'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1570,False,Lateral Tool Transfer,['lateral-movement'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1570,False,Lateral Tool Transfer,['lateral-movement'],"['Linux', 'macOS', 'Windows']",command,command execution
T1570,False,Lateral Tool Transfer,['lateral-movement'],"['Linux', 'macOS', 'Windows']",process,process creation
T1570,False,Lateral Tool Transfer,['lateral-movement'],"['Linux', 'macOS', 'Windows']",file,file creation
T1570,False,Lateral Tool Transfer,['lateral-movement'],"['Linux', 'macOS', 'Windows']",file,file metadata
T1568.003,True,DNS Calculation,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1204.002,True,Malicious File,['execution'],"['Linux', 'macOS', 'Windows']",process,process creation
T1204.002,True,Malicious File,['execution'],"['Linux', 'macOS', 'Windows']",file,file creation
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",file,file creation
T1195.003,True,Compromise Hardware Supply Chain,['initial-access'],"['Linux', 'macOS', 'Windows']",nan,nan
T1195.002,True,Compromise Software Supply Chain,['initial-access'],"['Linux', 'macOS', 'Windows']",nan,nan
T1195.001,True,Compromise Software Dependencies and Development Tools,['initial-access'],"['Linux', 'macOS', 'Windows']",nan,nan
